44, 0, 136
44, 1, 136
44, 2, 136
44, 3, 136
44, 4, 136
44, 5, 136
44, 6, 136
44, 7, 136
44, 8, 136
44, 9, 136
44, 10, 136
44, 11, 136
44, 12, 136
44, 13, 136
44, 14, 136
44, 15, 136
44, 16, 136
44, 17, 136
44, 18, 136
44, 19, 136
44, 20, 136
44, 21, 136
44, 22, 136
44, 23, 136
44, 24, 136
44, 25, 136
44, 26, 136
44, 27, 136
44, 28, 136
44, 29, 136
44, 30, 136
44, 31, 136
44, 32, 136
44, 33, 136
44, 34, 136
44, 35, 136
44, 36, 136
44, 37, 136
44, 38, 136
44, 39, 136
44, 40, 136
44, 41, 136
44, 42, 136
44, 43, 136
44, 44, 136
44, 45, 136
44, 46, 136
44, 47, 136
44, 48, 136
44, 49, 136
44, 50, 136
44, 51, 136
44, 52, 136
44, 53, 136
44, 54, 136
44, 55, 136
44, 56, 136
44, 57, 136
44, 58, 136
44, 59, 136
44, 60, 136
44, 61, 136
44, 62, 136
44, 63, 136
44, 64, 136
44, 65, 136
44, 66, 136
44, 67, 136
44, 68, 136
44, 69, 136
44, 70, 136
44, 71, 136
44, 72, 136
44, 73, 136
44, 74, 136
44, 75, 136
44, 76, 136
44, 77, 136
44, 78, 136
44, 79, 136
44, 80, 136
44, 81, 136
44, 82, 136
44, 83, 136
44, 84, 136
44, 85, 136
44, 86, 136
44, 87, 136
44, 88, 136
44, 89, 136
44, 90, 136
44, 91, 136
44, 92, 136
44, 93, 136
44, 94, 136
44, 95, 136
44, 96, 136
44, 97, 136
44, 98, 136
44, 99, 136
44, 100, 136
44, 101, 136
44, 102, 136
44, 103, 136
44, 104, 136
44, 105, 136
44, 106, 136
44, 107, 136
44, 108, 136
44, 109, 136
44, 110, 136
44, 111, 136
44, 112, 136
44, 113, 136
44, 114, 136
44, 115, 136
44, 116, 136
44, 117, 136
44, 118, 136
44, 119, 136
44, 120, 136
44, 121, 136
44, 122, 136
44, 123, 136
44, 124, 136
44, 125, 136
44, 126, 136
44, 127, 136
44, 128, 136
44, 129, 136
44, 130, 136
44, 131, 136
44, 132, 136
44, 133, 136
44, 134, 136
44, 135, 136
